;Ticker;Name;Sector;Industry
189;KEYS;KEYSIGHT TECHNOLOGIES INC. COMMON STOCK;CAPITAL GOODS;INDUSTRIAL MACHINERY/COMPONENTS
660;KFY;KORN FERRY COMMON STOCK;TECHNOLOGY;DIVERSIFIED COMMERCIAL SERVICES
105;KGC;KINROSS GOLD CORPORATION;;
416;KIM;KIMCO REALTY CORPORATION COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
148;KKR;KKR & CO. INC. COMMON STOCK;FINANCE;INVESTMENT MANAGERS
115;KMB;KIMBERLY-CLARK CORPORATION COMMON STOCK;BASIC INDUSTRIES;PAPER
124;KMI;KINDER MORGAN INC. COMMON STOCK;PUBLIC UTILITIES;NATURAL GAS DISTRIBUTION
106;KMI;KINDER MORGAN, INC.;;
596;KMPR;KEMPER CORPORATION;FINANCE;LIFE INSURANCE
752;KMT;KENNAMETAL INC. COMMON STOCK;CAPITAL GOODS;INDUSTRIAL MACHINERY/COMPONENTS
252;KMX;CARMAX INC;CONSUMER SERVICES;OTHER SPECIALTY STORES
454;KNX;KNIGHT-SWIFT TRANSPORTATION HOLDINGS INC.;TRANSPORTATION;TRUCKING FREIGHT/COURIER SERVICES
11;KO;COCA-COLA COMPANY (THE) COMMON STOCK;CONSUMER NON-DURABLES;BEVERAGES (PRODUCTION/DISTRIBUTION)
107;KO;THE COCA-COLA COMPANY;;
179;KR;KROGER COMPANY (THE) COMMON STOCK;CONSUMER SERVICES;FOOD CHAINS
108;KR;THE KROGER CO.;;
434;KRC;KILROY REALTY CORPORATION COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
422;KSS;KOHL'S CORPORATION COMMON STOCK;CONSUMER SERVICES;DEPARTMENT/SPECIALTY RETAIL STORES
201;KSU;KANSAS CITY SOUTHERN COMMON STOCK;TRANSPORTATION;RAILROADS
770;KW;KENNEDY-WILSON HOLDINGS INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE
631;KWR;QUAKER CHEMICAL CORPORATION COMMON STOCK;BASIC INDUSTRIES;AUTOMOTIVE AFTERMARKET
306;L;LOEWS CORPORATION COMMON STOCK;FINANCE;PROPERTY-CASUALTY INSURERS
381;LAD;LITHIA MOTORS INC. COMMON STOCK;CONSUMER SERVICES;OTHER SPECIALTY STORES
245;LB;L BRANDS INC.;CONSUMER SERVICES;CLOTHING/SHOE/ACCESSORY STORES
773;LBRT;LIBERTY OILFIELD SERVICES INC. CLASS A COMMON STOCK;ENERGY;OILFIELD SERVICES/EQUIPMENT
109;LCID;LUCID GROUP, INC.;;
719;LCII;LCI INDUSTRIES;CAPITAL GOODS;AUTO PARTS:O.E.M.
303;LDOS;LEIDOS HOLDINGS INC. COMMON STOCK;TECHNOLOGY;EDP SERVICES
371;LEA;LEAR CORPORATION COMMON STOCK;CAPITAL GOODS;AUTO PARTS:O.E.M.
480;LEG;LEGGETT & PLATT INCORPORATED COMMON STOCK;CONSUMER DURABLES;HOME FURNISHINGS
170;LEN;LENNAR CORPORATION CLASS A COMMON STOCK;CONSUMER SERVICES;BUILDING OPERATORS
370;LEVI;LEVI STRAUSS & CO CLASS A COMMON STOCK;BASIC INDUSTRIES;INDUSTRIAL SPECIALTIES
203;LH;LABORATORY CORPORATION OF AMERICA HOLDINGS COMMON STOCK;HEALTH CARE;MEDICAL SPECIALITIES
113;LHX;L3HARRIS TECHNOLOGIES INC. COMMON STOCK;CAPITAL GOODS;INDUSTRIAL MACHINERY/COMPONENTS
110;LI;LI AUTO INC.;;
343;LII;LENNOX INTERNATIONAL INC. COMMON STOCK;CAPITAL GOODS;INDUSTRIAL MACHINERY/COMPONENTS
13;LLY;ELI LILLY AND COMPANY COMMON STOCK;HEALTH CARE;MAJOR PHARMACEUTICALS
485;LMND;LEMONADE INC. COMMON STOCK;FINANCE;PROPERTY-CASUALTY INSURERS
54;LMT;LOCKHEED MARTIN CORPORATION COMMON STOCK;CAPITAL GOODS;AEROSPACE
348;LNC;LINCOLN NATIONAL CORPORATION COMMON STOCK;FINANCE;LIFE INSURANCE
37;LOW;LOWE'S COMPANIES INC. COMMON STOCK;CONSUMER SERVICES;RETAIL: BUILDING MATERIALS
518;LPX;LOUISIANA-PACIFIC CORPORATION COMMON STOCK;;
431;LSI;LIFE STORAGE INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
764;LTHM;LIVENT CORPORATION COMMON STOCK;BASIC INDUSTRIES;INDUSTRIAL SPECIALTIES
111;LU;LUFAX HOLDING LTD;;
295;LUMN;LUMEN TECHNOLOGIES INC. COMMON STOCK;PUBLIC UTILITIES;TELECOMMUNICATIONS EQUIPMENT
164;LUV;SOUTHWEST AIRLINES COMPANY COMMON STOCK;TRANSPORTATION;AIR FREIGHT/DELIVERY SERVICES
112;LUV;SOUTHWEST AIRLINES CO.;;
132;LVS;LAS VEGAS SANDS CORP. COMMON STOCK;CONSUMER SERVICES;HOTELS/RESORTS
113;LVS;LAS VEGAS SANDS CORP.;;
684;LXP;LEXINGTON REALTY TRUST COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
114;LYFT;LYFT, INC.;;
115;LYG;LLOYDS BANKING GROUP PLC;;
242;LYV;LIVE NATION ENTERTAINMENT INC. COMMON STOCK;CONSUMER SERVICES;MOVIES/ENTERTAINMENT
116;M;MACY'S, INC.;;
517;M;MACY'S INC COMMON STOCK;CONSUMER SERVICES;DEPARTMENT/SPECIALTY RETAIL STORES
5;MA;MASTERCARD INCORPORATED COMMON STOCK;MISCELLANEOUS;BUSINESS SERVICES
253;MAA;MID-AMERICA APARTMENT COMMUNITIES INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
668;MAC;MACERICH COMPANY (THE) COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
768;MAIN;MAIN STREET CAPITAL CORPORATION COMMON STOCK;FINANCE;FINANCE/INVESTORS SERVICES
493;MAN;MANPOWERGROUP COMMON STOCK;TECHNOLOGY;PROFESSIONAL SERVICES
117;MARA;MARATHON DIGITAL HOLDINGS, INC.;;
301;MAS;MASCO CORPORATION COMMON STOCK;CONSUMER DURABLES;BUILDING PRODUCTS
780;MATX;MATSON INC. COMMON STOCK;TRANSPORTATION;MARINE TRANSPORTATION
26;MCD;MCDONALD'S CORPORATION COMMON STOCK;CONSUMER SERVICES;RESTAURANTS
181;MCK;MCKESSON CORPORATION COMMON STOCK;HEALTH CARE;OTHER PHARMACEUTICALS
80;MCO;MOODY'S CORPORATION COMMON STOCK;TECHNOLOGY;ADVERTISING
702;MCY;MERCURY GENERAL CORPORATION COMMON STOCK;FINANCE;PROPERTY-CASUALTY INSURERS
785;MD;MEDNAX INC. COMMON STOCK;HEALTH CARE;MEDICAL SPECIALITIES
687;MDC;M.D.C. HOLDINGS INC. COMMON STOCK;CAPITAL GOODS;HOMEBUILDING
563;MDLA;MEDALLIA INC. COMMON STOCK;TECHNOLOGY;EDP SERVICES
118;MDLA;MEDALLIA, INC.;;
119;MDLZ;MONDELEZ INTERNATIONAL, INC.;;
27;MDT;MEDTRONIC PLC. ORDINARY SHARES;HEALTH CARE;BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
120;MDT;MEDTRONIC PLC;;
500;MDU;MDU RESOURCES GROUP INC. COMMON STOCK (HOLDING COMPANY);CAPITAL GOODS;BUILDING MATERIALS
121;ME;23ANDME HOLDING CO.;;
720;MED;MEDIFAST INC COMMON STOCK;HEALTH CARE;MAJOR PHARMACEUTICALS
104;MET;METLIFE INC. COMMON STOCK;FINANCE;LIFE INSURANCE
851;MFA;MFA FINANCIAL INC.;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
222;MGM;MGM RESORTS INTERNATIONAL COMMON STOCK;CONSUMER SERVICES;HOTELS/RESORTS
541;MGP;MGM GROWTH PROPERTIES LLC CLASS A COMMON SHARES REPRESENTING LIMITED LIABILITY COMPANY INTERESTS;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
669;MGY;MAGNOLIA OIL & GAS CORPORATION CLASS A COMMON STOCK;ENERGY;OIL & GAS PRODUCTION
324;MHK;MOHAWK INDUSTRIES INC. COMMON STOCK;CONSUMER DURABLES;HOME FURNISHINGS
705;MIC;MACQUARIE INFRASTRUCTURE CORPORATION COMMON STOCK;TRANSPORTATION;AEROSPACE
214;MKC;MCCORMICK & COMPANY INCORPORATED COMMON STOCK;CONSUMER NON-DURABLES;FARMING/SEEDS/MILLING
290;MKL;MARKEL CORPORATION COMMON STOCK;FINANCE;PROPERTY-CASUALTY INSURERS
810;MLI;MUELLER INDUSTRIES INC. COMMON STOCK;BASIC INDUSTRIES;METAL FABRICATIONS
217;MLM;MARTIN MARIETTA MATERIALS INC. COMMON STOCK;CAPITAL GOODS;BUILDING MATERIALS
76;MMC;MARSH & MCLENNAN COMPANIES INC. COMMON STOCK;FINANCE;SPECIALTY INSURERS
47;MMM;3M COMPANY COMMON STOCK;HEALTH CARE;MEDICAL/DENTAL INSTRUMENTS
363;MMP;MAGELLAN MIDSTREAM PARTNERS L.P. LIMITED PARTNERSHIP;ENERGY;OIL & GAS PRODUCTION
537;MMS;MAXIMUS INC. COMMON STOCK;MISCELLANEOUS;BUSINESS SERVICES
61;MO;ALTRIA GROUP INC.;CONSUMER NON-DURABLES;FARMING/SEEDS/MILLING
122;MO;ALTRIA GROUP, INC.;;
302;MOH;MOLINA HEALTHCARE INC COMMON STOCK;HEALTH CARE;MEDICAL SPECIALITIES
352;MOS;MOSAIC COMPANY (THE) COMMON STOCK;BASIC INDUSTRIES;AGRICULTURAL CHEMICALS
127;MPC;MARATHON PETROLEUM CORPORATION COMMON STOCK;ENERGY;INTEGRATED OIL COMPANIES
123;MPC;MARATHON PETROLEUM CORPORATION;;
124;MPLN;MULTIPLAN CORPORATION;;
171;MPLX;MPLX LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS;ENERGY;OIL & GAS PRODUCTION
347;MPW;MEDICAL PROPERTIES TRUST INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
22;MRK;MERCK & COMPANY INC. COMMON STOCK (NEW);HEALTH CARE;MAJOR PHARMACEUTICALS
125;MRK;MERCK & CO., INC.;;
126;MRNA;MODERNA, INC.;;
366;MRO;MARATHON OIL CORPORATION COMMON STOCK;ENERGY;OIL & GAS PRODUCTION
127;MRO;MARATHON OIL CORPORATION;;
128;MRVL;MARVELL TECHNOLOGY, INC.;;
28;MS;MORGAN STANLEY COMMON STOCK;FINANCE;INVESTMENT BANKERS/BROKERS/SERVICE
129;MS;MORGAN STANLEY;;
499;MSA;MSA SAFETY INCORPORATED COMMON STOCK;MISCELLANEOUS;DIVERSIFIED MANUFACTURE
117;MSCI;MSCI INC COMMON STOCK;TECHNOLOGY;ADVERTISING
130;MSFT;MICROSOFT CORPORATION;;
635;MSGS;MADISON SQUARE GARDEN SPORTS CORP. CLASS A COMMON STOCK (NEW);CONSUMER SERVICES;HOTELS/RESORTS
141;MSI;MOTOROLA SOLUTIONS INC. COMMON STOCK;TECHNOLOGY;RADIO AND TELEVISION BROADCASTING AND COMMUNICATIONS EQUIPMENT
576;MSM;MSC INDUSTRIAL DIRECT COMPANY INC. COMMON STOCK;CAPITAL GOODS;INDUSTRIAL MACHINERY/COMPONENTS
614;MSP;DATTO HOLDING CORP. COMMON STOCK;TECHNOLOGY;COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
258;MTB;M&T BANK CORPORATION COMMON STOCK;FINANCE;MAJOR BANKS
632;MTDR;MATADOR RESOURCES COMPANY COMMON STOCK;ENERGY;OIL & GAS PRODUCTION
594;MTG;MGIC INVESTMENT CORPORATION COMMON STOCK;FINANCE;PROPERTY-CASUALTY INSURERS
691;MTH;MERITAGE HOMES CORPORATION COMMON STOCK;CAPITAL GOODS;HOMEBUILDING
328;MTN;VAIL RESORTS INC. COMMON STOCK;CONSUMER SERVICES;MOVIES/ENTERTAINMENT
791;MTX;MINERALS TECHNOLOGIES INC. COMMON STOCK;BASIC INDUSTRIES;MAJOR CHEMICALS
441;MTZ;MASTEC INC. COMMON STOCK;BASIC INDUSTRIES;WATER SUPPLY
131;MU;MICRON TECHNOLOGY, INC.;;
659;MUR;MURPHY OIL CORPORATION COMMON STOCK;ENERGY;OIL & GAS PRODUCTION
689;MUSA;MURPHY USA INC. COMMON STOCK;PUBLIC UTILITIES;NATURAL GAS DISTRIBUTION
847;MWA;MUELLER WATER PRODUCTS COMMON STOCK;CAPITAL GOODS;OFFICE EQUIPMENT/SUPPLIES/SERVICES
739;MXL;MAXLINEAR INC. COMMON STOCK;TECHNOLOGY;SEMICONDUCTORS
870;MYOV;MYOVANT SCIENCES LTD. COMMON SHARES;HEALTH CARE;MAJOR PHARMACEUTICALS
833;NAC;NUVEEN CALIFORNIA QUALITY MUNICIPAL INCOME FUND;FINANCE;INVESTMENT MANAGERS
706;NAD;NUVEEN QUALITY MUNICIPAL INCOME FUND COMMON STOCK;FINANCE;INVESTMENT MANAGERS
132;NAPA;THE DUCKHORN PORTFOLIO, INC.;;
613;NAV;NAVISTAR INTERNATIONAL CORPORATION COMMON STOCK;CAPITAL GOODS;AUTO MANUFACTURING
133;NCLH;NORWEGIAN CRUISE LINE HOLDINGS LTD.;;
362;NCLH;NORWEGIAN CRUISE LINE HOLDINGS LTD. ORDINARY SHARES;TRANSPORTATION;MARINE TRANSPORTATION
521;NCR;NCR CORPORATION COMMON STOCK;MISCELLANEOUS;OFFICE EQUIPMENT/SUPPLIES/SERVICES
597;NEA;NUVEEN AMT-FREE QUALITY MUNICIPAL INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST PAR VALUE $.01;FINANCE;FINANCE/INVESTORS SERVICES
134;NEE;NEXTERA ENERGY, INC.;;
35;NEE;NEXTERA ENERGY INC. COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
108;NEM;NEWMONT CORPORATION;BASIC INDUSTRIES;PRECIOUS METALS
135;NEM;NEWMONT CORPORATION;;
545;NEP;NEXTERA ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
136;NET;CLOUDFLARE, INC.;;
163;NET;CLOUDFLARE INC. CLASS A COMMON STOCK;TECHNOLOGY;EDP SERVICES
697;NEU;NEWMARKET CORP COMMON STOCK;BASIC INDUSTRIES;MAJOR CHEMICALS
611;NEWR;NEW RELIC INC. COMMON STOCK;TECHNOLOGY;COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
590;NFG;NATIONAL FUEL GAS COMPANY COMMON STOCK;PUBLIC UTILITIES;OIL/GAS TRANSMISSION
734;NHI;NATIONAL HEALTH INVESTORS INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
389;NI;NISOURCE INC COMMON STOCK;PUBLIC UTILITIES;POWER GENERATION
137;NIO;NIO INC.;;
654;NJR;NEWJERSEY RESOURCES CORPORATION COMMON STOCK;PUBLIC UTILITIES;OIL/GAS TRANSMISSION
16;NKE;NIKE INC. COMMON STOCK;CONSUMER NON-DURABLES;SHOE MANUFACTURING
138;NKE;NIKE, INC.;;
139;NKLA;NIKOLA CORPORATION;;
331;NLY;ANNALY CAPITAL MANAGEMENT INC COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
140;NLY;ANNALY CAPITAL MANAGEMENT, INC.;;
763;NNI;NELNET INC. COMMON STOCK;FINANCE;FINANCE: CONSUMER SERVICES
432;NNN;NATIONAL RETAIL PROPERTIES COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
93;NOC;NORTHROP GRUMMAN CORPORATION COMMON STOCK;CAPITAL GOODS;INDUSTRIAL MACHINERY/COMPONENTS
141;NOK;NOKIA CORPORATION;;
522;NOV;NOV INC. COMMON STOCK;ENERGY;METAL FABRICATIONS
657;NOVA;SUNNOVA ENERGY INTERNATIONAL INC. COMMON STOCK;PUBLIC UTILITIES;POWER GENERATION
52;NOW;SERVICENOW INC. COMMON STOCK;TECHNOLOGY;COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
876;NPO;ENPRO INDUSTRIES INC;;
408;NRG;NRG ENERGY INC. COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
575;NRZ;NEW RESIDENTIAL INVESTMENT CORP. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
878;NS;NUSTAR ENERGY L.P.  COMMON UNITS;;
84;NSC;NORFOLK SOUTHERN CORPORATION COMMON STOCK;TRANSPORTATION;RAILROADS
680;NSP;INSPERITY INC. COMMON STOCK;TECHNOLOGY;PROFESSIONAL SERVICES
178;NUE;NUCOR CORPORATION COMMON STOCK;BASIC INDUSTRIES;STEEL/IRON ORE
767;NUS;NU SKIN ENTERPRISES INC. COMMON STOCK;HEALTH CARE;OTHER PHARMACEUTICALS
820;NUV;NUVEEN MUNICIPAL VALUE FUND INC. COMMON STOCK;FINANCE;TRUSTS EXCEPT EDUCATIONAL RELIGIOUS AND CHARITABLE
860;NUVB;NUVATION BIO INC. CLASS A COMMON STOCK;HEALTH CARE;MAJOR PHARMACEUTICALS
142;NVDA;NVIDIA CORPORATION;;
672;NVG;NUVEEN AMT-FREE MUNICIPAL CREDIT INCOME FUND ;FINANCE;INVESTMENT MANAGERS
275;NVR;NVR INC. COMMON STOCK;CAPITAL GOODS;HOMEBUILDING
508;NVRO;NEVRO CORP. COMMON STOCK;HEALTH CARE;BIOTECHNOLOGY: ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS
476;NVTA;INVITAE CORPORATION COMMON STOCK;HEALTH CARE;MEDICAL SPECIALITIES
143;NYCB;NEW YORK COMMUNITY BANCORP, INC.;;
566;NYCB;NEW YORK COMMUNITY BANCORP INC. COMMON STOCK;FINANCE;BANKS
468;NYT;NEW YORK TIMES COMPANY (THE) COMMON STOCK;CONSUMER SERVICES;NEWSPAPERS/MAGAZINES
814;NZF;NUVEEN MUNICIPAL CREDIT INCOME FUND ;FINANCE;FINANCE COMPANIES
208;O;REALTY INCOME CORPORATION COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
378;OC;OWENS CORNING INC COMMON STOCK NEW;BASIC INDUSTRIES;BUILDING MATERIALS
733;OFC;CORPORATE OFFICE PROPERTIES TRUST COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
482;OGE;OGE ENERGY CORP COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
425;OHI;OMEGA HEALTHCARE INVESTORS INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
804;OI;O-I GLASS INC. COMMON STOCK;CONSUMER DURABLES;CONTAINERS/PACKAGING
209;OKE;ONEOK INC. COMMON STOCK;PUBLIC UTILITIES;OIL & GAS PRODUCTION
456;OLN;OLIN CORPORATION COMMON STOCK;BASIC INDUSTRIES;SPECIALTY CHEMICALS
278;OMC;OMNICOM GROUP INC. COMMON STOCK;TECHNOLOGY;ADVERTISING
738;OMI;OWENS & MINOR INC. COMMON STOCK;HEALTH CARE;MEDICAL SPECIALITIES
692;ONTO;ONTO INNOVATION INC. COMMON STOCK;TECHNOLOGY;SEMICONDUCTORS
144;OPEN;OPENDOOR TECHNOLOGIES INC.;;
666;ORA;ORMAT TECHNOLOGIES INC. COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
145;ORCL;ORACLE CORPORATION;;
15;ORCL;ORACLE CORPORATION COMMON STOCK;TECHNOLOGY;COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
451;ORI;OLD REPUBLIC INTERNATIONAL CORPORATION COMMON STOCK;FINANCE;SPECIALTY INSURERS
305;OSH;OAK STREET HEALTH INC. COMMON STOCK;HEALTH CARE;ASSISTED LIVING SERVICES
428;OSK;OSHKOSH CORPORATION (HOLDING COMPANY)COMMON STOCK;CAPITAL GOODS;AUTO MANUFACTURING
862;OUST;OUSTER INC. COMMON STOCK;CAPITAL GOODS;INDUSTRIAL MACHINERY/COMPONENTS
173;OXY;OCCIDENTAL PETROLEUM CORPORATION COMMON STOCK;ENERGY;OIL & GAS PRODUCTION
146;OXY;OCCIDENTAL PETROLEUM CORPORATION;;
523;PAG;PENSKE AUTOMOTIVE GROUP INC. COMMON STOCK;CONSUMER SERVICES;OTHER SPECIALTY STORES
147;PAGS;PAGSEGURO DIGITAL LTD.;;
142;PANW;PALO ALTO NETWORKS INC. COMMON STOCK;TECHNOLOGY;EDP SERVICES
483;PB;PROSPERITY BANCSHARES INC. COMMON STOCK;FINANCE;MAJOR BANKS
798;PBH;PRESTIGE CONSUMER HEALTHCARE INC. COMMON STOCK;HEALTH CARE;MAJOR PHARMACEUTICALS
148;PBR;PETR¢LEO BRASILEIRO S.A. - PETROBRAS;;
149;PBR-A;PETR¢LEO BRASILEIRO S.A. - PETROBRAS;;
247;PCG;PACIFIC GAS & ELECTRIC CO. COMMON STOCK;PUBLIC UTILITIES;POWER GENERATION
150;PCG;PG&E CORPORATION;;
151;PDD;PINDUODUO INC.;;
879;PDI;PIMCO DYNAMIC INCOME FUND COMMON STOCK;FINANCE;TRUSTS EXCEPT EDUCATIONAL RELIGIOUS AND CHARITABLE
826;PDM;PIEDMONT OFFICE REALTY TRUST INC. CLASS A COMMON STOCK;CONSUMER SERVICES;BUILDING OPERATORS
268;PEAK;HEALTHPEAK PROPERTIES INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
152;PEAK;HEALTHPEAK PROPERTIES, INC.;;
737;PEB;PEBBLEBROOK HOTEL TRUST COMMON SHARES OF BENEFICIAL INTEREST;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
172;PEG;PUBLIC SERVICE ENTERPRISE GROUP INCORPORATED COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
153;PENN;PENN NATIONAL GAMING, INC.;;
154;PFE;PFIZER INC.;;
14;PFE;PFIZER INC. COMMON STOCK;HEALTH CARE;MAJOR PHARMACEUTICALS
491;PFGC;PERFORMANCE FOOD GROUP COMPANY COMMON STOCK;CONSUMER NON-DURABLES;FOOD DISTRIBUTORS
630;PFSI;PENNYMAC FINANCIAL SERVICES INC. COMMON STOCK;FINANCE;FINANCE: CONSUMER SERVICES
8;PG;PROCTER & GAMBLE COMPANY (THE) COMMON STOCK;CONSUMER NON-DURABLES;PACKAGE GOODS/COSMETICS
155;PG;THE PROCTER & GAMBLE COMPANY;;
98;PGR;PROGRESSIVE CORPORATION (THE) COMMON STOCK;FINANCE;PROPERTY-CASUALTY INSURERS
837;PGRE;PARAMOUNT GROUP INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
136;PH;PARKER-HANNIFIN CORPORATION COMMON STOCK;CAPITAL GOODS;OFFICE EQUIPMENT/SUPPLIES/SERVICES
312;PHM;PULTEGROUP INC. COMMON STOCK;;
753;PHR;PHREESIA INC. COMMON STOCK;HEALTH CARE;MANAGED HEALTH CARE
436;PII;POLARIS INC. COMMON STOCK;CONSUMER NON-DURABLES;RECREATIONAL PRODUCTS/TOYS
756;PJT;PJT PARTNERS INC. CLASS A COMMON STOCK;FINANCE;INVESTMENT MANAGERS
570;PK;PARK HOTELS & RESORTS INC. COMMON STOCK ;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
337;PKG;PACKAGING CORPORATION OF AMERICA COMMON STOCK;BASIC INDUSTRIES;PAPER
281;PKI;PERKINELMER INC. COMMON STOCK;HEALTH CARE;MEDICAL SPECIALITIES
438;PLAN;ANAPLAN INC. COMMON STOCK;TECHNOLOGY;COMPUTER SOFTWARE: PREPACKAGED SOFTWARE
59;PLD;PROLOGIS INC. COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
488;PLNT;PLANET FITNESS INC. COMMON STOCK;CONSUMER SERVICES;OTHER CONSUMER SERVICES
156;PLTR;PALANTIR TECHNOLOGIES INC.;;
157;PLUG;PLUG POWER INC.;;
29;PM;PHILIP MORRIS INTERNATIONAL INC COMMON STOCK;CONSUMER NON-DURABLES;FARMING/SEEDS/MILLING
867;PMT;PENNYMAC MORTGAGE INVESTMENT TRUST COMMON SHARES OF BENEFICIAL INTEREST;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
69;PNC;PNC FINANCIAL SERVICES GROUP INC. (THE) COMMON STOCK;FINANCE;MAJOR BANKS
639;PNM;PNM RESOURCES INC. (HOLDING CO.) COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
407;PNW;PINNACLE WEST CAPITAL CORPORATION COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
636;POR;PORTLAND GENERAL ELECTRIC CO COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
474;POST;POST HOLDINGS INC. COMMON STOCK;CONSUMER NON-DURABLES;SPECIALTY FOODS
130;PPG;PPG INDUSTRIES INC. COMMON STOCK;BASIC INDUSTRIES;PAINTS/COATINGS
224;PPL;PPL CORPORATION COMMON STOCK;PUBLIC UTILITIES;ELECTRIC UTILITIES: CENTRAL
856;PQG;PQ GROUP HOLDINGS INC. COMMON STOCK;BASIC INDUSTRIES;MAJOR CHEMICALS
715;PRG;PROG HOLDINGS INC. COMMON STOCK;TECHNOLOGY;DIVERSIFIED COMMERCIAL SERVICES
509;PRGO;PERRIGO COMPANY PLC ORDINARY SHARES;HEALTH CARE;MAJOR PHARMACEUTICALS
528;PRI;PRIMERICA INC. COMMON STOCK;FINANCE;LIFE INSURANCE
799;PRLB;PROTO LABS INC. COMMON STOCK;CAPITAL GOODS;OFFICE EQUIPMENT/SUPPLIES/SERVICES
857;PRO;PROS HOLDINGS INC. COMMON STOCK;TECHNOLOGY;EDP SERVICES
129;PRU;PRUDENTIAL FINANCIAL INC. COMMON STOCK;FINANCE;LIFE INSURANCE
102;PSA;PUBLIC STORAGE COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
637;PSB;PS BUSINESS PARKS INC. (MD) COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
158;PSFE;PAYSAFE LIMITED;;
134;PSX;PHILLIPS 66 COMMON STOCK;ENERGY;INTEGRATED OIL COMPANIES
404;PSXP;PHILLIPS 66 PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTEREST IN THE PARTNERSHIP;ENERGY;OIL & GAS PRODUCTION
846;PTY;PIMCO CORPORATE & INCOME OPPORTUNITY FUND;FINANCE;INVESTMENT MANAGERS
449;PVH;PVH CORP. COMMON STOCK;;
332;PWR;QUANTA SERVICES INC. COMMON STOCK;CAPITAL GOODS;ENGINEERING & CONSTRUCTION
131;PXD;PIONEER NATURAL RESOURCES COMPANY COMMON STOCK;ENERGY;OIL & GAS PRODUCTION
159;PYPL;PAYPAL HOLDINGS, INC.;;
160;QCOM;QUALCOMM INCORPORATED;;
357;QS;QUANTUMSCAPE CORPORATION CLASS A COMMON STOCK;CAPITAL GOODS;AUTO PARTS:O.E.M.
562;QTS;QTS REALTY TRUST INC. CLASS A COMMON STOCK;CONSUMER SERVICES;REAL ESTATE INVESTMENT TRUSTS
655;R;RYDER SYSTEM INC. COMMON STOCK;MISCELLANEOUS;RENTAL/LEASING COMPANIES
